2456293.500000000, A.D. 2013-Jan-01 00:00:00.0000,  5.107769795425195E+00, -3.189796007281040E+01,  1.935798798616432E+00,  3.149485414584611E-03, -1.375930087401284E-04, -8.939307933959617E-04,
2456324.500000000, A.D. 2013-Feb-01 00:00:00.0000,  5.205697009449518E+00, -3.190186482029698E+01,  1.907893246210741E+00,  3.151201925754782E-03, -1.324621378541120E-04, -9.055094638786429E-04,
2456352.500000000, A.D. 2013-Mar-01 00:00:00.0000,  5.294084819154343E+00, -3.190517830315844E+01,  1.882691587850321E+00,  3.156886661767047E-03, -1.068317877126910E-04, -8.895123665542048E-04,
2456383.500000000, A.D. 2013-Apr-01 00:00:00.0000,  5.391923714756618E+00, -3.190858588151365E+01,  1.854745000719450E+00,  3.147458306763702E-03, -1.071879360970032E-04, -8.904665994091158E-04,
2456413.500000000, A.D. 2013-May-01 00:00:00.0000,  5.486575689201306E+00, -3.191161109271228E+01,  1.827693615233804E+00,  3.150554645595687E-03, -1.065179861422932E-04, -9.111016546018505E-04,
2456444.500000000, A.D. 2013-Jun-01 00:00:00.0000,  5.584320211935490E+00, -3.191448574135553E+01,  1.799738833911568E+00,  3.157820083744267E-03, -9.028390994021303E-05, -9.146001701230265E-04,
2456474.500000000, A.D. 2013-Jul-01 00:00:00.0000,  5.678852010224142E+00, -3.191703227187495E+01,  1.772669731174169E+00,  3.156903840252183E-03, -6.991371199904687E-05, -8.966516818688837E-04,
2456505.500000000, A.D. 2013-Aug-01 00:00:00.0000,  5.776503647613847E+00, -3.191939720881156E+01,  1.744665512746264E+00,  3.146700448481783E-03, -6.693280625125230E-05, -8.909459491434987E-04,
2456536.500000000, A.D. 2013-Sep-01 00:00:00.0000,  5.874114987761540E+00, -3.192148946612828E+01,  1.716645490837106E+00,  3.138557421455810E-03, -6.778091145054384E-05, -8.949894919812985E-04,
2456566.500000000, A.D. 2013-Oct-01 00:00:00.0000,  5.968539249409557E+00, -3.192324481505486E+01,  1.689529605077926E+00,  3.145775951396848E-03, -6.246905506330525E-05, -9.154261162142695E-04,
2456597.500000000, A.D. 2013-Nov-01 00:00:00.0000,  6.066044451207800E+00, -3.192481337720102E+01,  1.661503717086836E+00,  3.152251774120741E-03, -4.506915263758478E-05, -9.157306528890168E-04,
2456627.500000000, A.D. 2013-Dec-01 00:00:00.0000,  6.160344149253286E+00, -3.192609855870463E+01,  1.634360910133784E+00,  3.146597853782327E-03, -2.875700088421384E-05, -8.960748707326945E-04,
2456658.500000000, A.D. 2014-Jan-01 00:00:00.0000,  6.257754462071532E+00, -3.192715716244434E+01,  1.606286246594190E+00,  3.136158106371728E-03, -2.776540596775639E-05, -8.931995094958945E-04,
