2456293.500000000, A.D. 2013-Jan-01 00:00:00.0000, -8.082220043848386E+00, -5.517143748523619E+00,  4.175816097350819E-01,  2.843407296480526E-03, -4.621127122552935E-03, -3.269153134418736E-05,
2456324.500000000, A.D. 2013-Feb-01 00:00:00.0000, -7.992877553962400E+00, -5.659547358574629E+00,  4.165024129102453E-01,  2.921728434079803E-03, -4.566787520874751E-03, -3.664880515069828E-05,
2456352.500000000, A.D. 2013-Mar-01 00:00:00.0000, -7.910103556233921E+00, -5.786699242278348E+00,  4.154183077566275E-01,  2.990568091539839E-03, -4.516432976484415E-03, -4.021147942811917E-05,
2456383.500000000, A.D. 2013-Apr-01 00:00:00.0000, -7.816191497152106E+00, -5.925815178189151E+00,  4.140999276332458E-01,  3.066786279401372E-03, -4.459332918472600E-03, -4.432811078424428E-05,
2456413.500000000, A.D. 2013-May-01 00:00:00.0000, -7.723069142202728E+00, -6.058747228040959E+00,  4.127055835333337E-01,  3.139668054249182E-03, -4.402651440171379E-03, -4.845561814467728E-05,
2456444.500000000, A.D. 2013-Jun-01 00:00:00.0000, -7.624563077359308E+00, -6.194321393468273E+00,  4.111430810156352E-01,  3.214027570462651E-03, -4.343219792828213E-03, -5.254949095610973E-05,
2456474.500000000, A.D. 2013-Jul-01 00:00:00.0000, -7.527060421615567E+00, -6.323757285113941E+00,  4.095140959736597E-01,  3.285188640683816E-03, -4.284542046527362E-03, -5.654602552022580E-05,
2456505.500000000, A.D. 2013-Aug-01 00:00:00.0000, -7.424096121823669E+00, -6.455648379845121E+00,  4.077102929889440E-01,  3.357439599453895E-03, -4.223013354708932E-03, -6.052030139714151E-05,
2456536.500000000, A.D. 2013-Sep-01 00:00:00.0000, -7.318918712872115E+00, -6.585615003611199E+00,  4.057848461031505E-01,  3.428479163998564E-03, -4.160461473060073E-03, -6.440700769802150E-05,
2456566.500000000, A.D. 2013-Oct-01 00:00:00.0000, -7.215062091686113E+00, -6.709524904911039E+00,  4.038068177552799E-01,  3.496233988004368E-03, -4.099211355314338E-03, -6.799057163686566E-05,
2456597.500000000, A.D. 2013-Nov-01 00:00:00.0000, -7.105636325508272E+00, -6.835605125662657E+00,  4.016445036025081E-01,  3.564777592390364E-03, -4.034676781186968E-03, -7.172721234488317E-05,
2456627.500000000, A.D. 2013-Dec-01 00:00:00.0000, -6.997736995095944E+00, -6.955690401520743E+00,  3.994383754196679E-01,  3.629707925019417E-03, -3.971419753813665E-03, -7.518552693229204E-05,
2456658.500000000, A.D. 2014-Jan-01 00:00:00.0000, -6.884205705778111E+00, -7.077756036949086E+00,  3.970425522810994E-01,  3.695633540813825E-03, -3.904735128551027E-03, -7.889244629876334E-05,
