2456293.500000000, A.D. 2013-Jan-01 00:00:00.0000,  2.655955165646845E+01, -1.392562720016551E+01, -3.253202046380971E-01,  1.436484395381320E-03,  2.798381775175929E-03, -9.083740300957498E-05,
2456324.500000000, A.D. 2013-Feb-01 00:00:00.0000,  2.660395276332267E+01, -1.383879228363243E+01, -3.281313488510935E-01,  1.427549877555021E-03,  2.803732728818118E-03, -9.023045005984805E-05,
2456352.500000000, A.D. 2013-Mar-01 00:00:00.0000,  2.664381679391778E+01, -1.376023493552464E+01, -3.306681441072000E-01,  1.419184426069224E-03,  2.807409932682679E-03, -9.052440234855493E-05,
2456383.500000000, A.D. 2013-Apr-01 00:00:00.0000,  2.668768310162459E+01, -1.367312260493089E+01, -3.334725684662632E-01,  1.410386108617390E-03,  2.812727523306974E-03, -9.002232455247943E-05,
2456413.500000000, A.D. 2013-May-01 00:00:00.0000,  2.672986672162574E+01, -1.358868263954367E+01, -3.361833990871916E-01,  1.401882482645373E-03,  2.817325923831663E-03, -9.004206462570250E-05,
2456444.500000000, A.D. 2013-Jun-01 00:00:00.0000,  2.677317942077618E+01, -1.350128667229524E+01, -3.389814004259545E-01,  1.393007921152655E-03,  2.821476611817615E-03, -9.054171714023650E-05,
2456474.500000000, A.D. 2013-Jul-01 00:00:00.0000,  2.681482537974934E+01, -1.341657468567687E+01, -3.416858991066524E-01,  1.383951854185832E-03,  2.825662754588874E-03, -9.049223190513512E-05,
2456505.500000000, A.D. 2013-Aug-01 00:00:00.0000,  2.685758046958724E+01, -1.332890006819063E+01, -3.444770862497785E-01,  1.374185081843562E-03,  2.830246314746168E-03, -8.986935828774366E-05,
2456536.500000000, A.D. 2013-Sep-01 00:00:00.0000,  2.690005171105503E+01, -1.324108395290930E+01, -3.472637799771057E-01,  1.365441396457579E-03,  2.835406383486408E-03, -8.947580011953738E-05,
2456566.500000000, A.D. 2013-Oct-01 00:00:00.0000,  2.694088301100818E+01, -1.315596730595400E+01, -3.499574087917380E-01,  1.356854925221576E-03,  2.839807409619178E-03, -8.953743020420762E-05,
2456597.500000000, A.D. 2013-Nov-01 00:00:00.0000,  2.698279597600211E+01, -1.306787666100252E+01, -3.527375801455767E-01,  1.347757701860255E-03,  2.843726378951617E-03, -8.999966046396706E-05,
2456627.500000000, A.D. 2013-Dec-01 00:00:00.0000,  2.702308505304483E+01, -1.298249666031010E+01, -3.554245731171808E-01,  1.338592285047275E-03,  2.847800826830155E-03, -8.988885927715882E-05,
2456658.500000000, A.D. 2014-Jan-01 00:00:00.0000,  2.706443568493597E+01, -1.289413614984893E+01, -3.581974095757234E-01,  1.328834320303019E-03,  2.852375550955742E-03, -8.919556582019704E-05,
