2456293.500000000, A.D. 2013-Jan-01 00:00:00.0000,  1.423983242079225E+00,  4.856099219296637E+00, -5.211423139703876E-02, -7.332434662869263E-03,  2.483822490544012E-03,  1.537698606667137E-04,
2456324.500000000, A.D. 2013-Feb-01 00:00:00.0000,  1.195194039940247E+00,  4.927764749857371E+00, -4.729215232113414E-02, -7.426035996517250E-03,  2.140054945744355E-03,  1.572933634606773E-04,
2456352.500000000, A.D. 2013-Mar-01 00:00:00.0000,  9.862911491847538E-01,  4.983268838077192E+00, -4.284807761360508E-02, -7.493928525688728E-03,  1.826425122704684E-03,  1.601644481438428E-04,
2456383.500000000, A.D. 2013-Apr-01 00:00:00.0000,  7.529850906964033E-01,  5.034446625825354E+00, -3.783994512111234E-02, -7.554862925643135E-03,  1.475030924742929E-03,  1.628820944755877E-04,
2456413.500000000, A.D. 2013-May-01 00:00:00.0000,  5.256566339549276E-01,  5.073652976157567E+00, -3.291578331728323E-02, -7.597797357265635E-03,  1.136492210814425E-03,  1.652609626259811E-04,
2456444.500000000, A.D. 2013-Jun-01 00:00:00.0000,  2.896495330368377E-01,  5.103483007767330E+00, -2.775841170096187E-02, -7.625623985867672E-03,  7.879571423135884E-04,  1.674117089304910E-04,
2456474.500000000, A.D. 2013-Jul-01 00:00:00.0000,  6.066202465663324E-02,  5.122017574868972E+00, -2.271121299637151E-02, -7.637963140615072E-03,  4.496989584906751E-04,  1.690758986514644E-04,
2456505.500000000, A.D. 2013-Aug-01 00:00:00.0000, -1.760819562134099E-01,  5.130518990388979E+00, -1.744888920828420E-02, -7.633721552585469E-03,  9.970404414621729E-05,  1.703835534927872E-04,
2456536.500000000, A.D. 2013-Sep-01 00:00:00.0000, -4.124557205780178E-01,  5.128247716273998E+00, -1.215007229780238E-02, -7.612754777564726E-03, -2.456581215357048E-04,  1.714299816555803E-04,
2456566.500000000, A.D. 2013-Oct-01 00:00:00.0000, -6.403915165542496E-01,  5.115865770158816E+00, -6.998010883250242E-03, -7.579262453290635E-03, -5.779640263299825E-04,  1.720523052311727E-04,
2456597.500000000, A.D. 2013-Nov-01 00:00:00.0000, -8.746155706254157E-01,  5.092640079493378E+00, -1.660212455987161E-03, -7.529536674212977E-03, -9.198248137566443E-04,  1.722659451687031E-04,
2456627.500000000, A.D. 2013-Dec-01 00:00:00.0000, -1.099573229404502E+00,  5.060177658314593E+00,  3.508611052690132E-03, -7.466483947595691E-03, -1.245404834327592E-03,  1.721878291838853E-04,
2456658.500000000, A.D. 2014-Jan-01 00:00:00.0000, -1.329809944804290E+00,  5.016448253971570E+00,  8.842380168852361E-03, -7.385491368506861E-03, -1.574860730962068E-03,  1.718674237384888E-04,
